model,seed,level,epoch,train_total,train_effect,train_vq,eval_total,eval_effect,eval_vq
original,4,1,272,0.6464115349451701,0.6464115349451701,0.0,0.6120639169216155,0.6120639169216155,0.0
original,4,1,273,0.6397311536471049,0.6397311536471049,0.0,0.6532579829295476,0.6532579829295476,0.0
original,4,1,274,0.6536555131276448,0.6536555131276448,0.0,0.6160219345490138,0.6160219345490138,0.0
original,4,1,275,0.6379504267374675,0.6379504267374675,0.0,0.6197980056206386,0.6197980056206386,0.0
original,4,1,276,0.6329057105382283,0.6329057105382283,0.0,0.5839363410075505,0.5839363410075505,0.0
original,4,1,277,0.6349283679326375,0.6349283679326375,0.0,0.5955081703265508,0.5955081703265508,0.0
original,4,1,278,0.62956711769104,0.62956711769104,0.0,0.5922444148858388,0.5922444148858388,0.0
original,4,1,279,0.6495895719528199,0.6495895719528199,0.0,0.6217275281747182,0.6217275281747182,0.0
original,4,1,280,0.6543217372894287,0.6543217372894287,0.0,0.63427851776282,0.63427851776282,0.0
original,4,1,281,0.6336922939618429,0.6336922939618429,0.0,0.6517985568443934,0.6517985568443934,0.0
original,4,1,282,0.6286940248807271,0.6286940248807271,0.0,0.6150444187720616,0.6150444187720616,0.0
original,4,1,283,0.6388113983472188,0.6388113983472188,0.0,0.6045059788227082,0.6045059788227082,0.0
original,4,1,284,0.646982266108195,0.646982266108195,0.0,0.6722416440645854,0.6722416440645854,0.0
original,4,1,285,0.6329739967981974,0.6329739967981974,0.0,0.6481084642807643,0.6481084642807643,0.0
original,4,1,286,0.6233782911300659,0.6233782911300659,0.0,0.6219986257950465,0.6219986257950465,0.0
original,4,1,287,0.6352672282854716,0.6352672282854716,0.0,0.6087410553296407,0.6087410553296407,0.0
original,4,1,288,0.6283713944753011,0.6283713944753011,0.0,0.5953286465009053,0.5953286465009053,0.0
original,4,1,289,0.6183772071202596,0.6183772071202596,0.0,0.5894388469060262,0.5894388469060262,0.0
original,4,1,290,0.6206752777099609,0.6206752777099609,0.0,0.5870268434286118,0.5870268434286118,0.0
original,4,1,291,0.6360762206713358,0.6360762206713358,0.0,0.6058485756317774,0.6058485756317774,0.0
original,4,1,292,0.6340756527582805,0.6340756527582805,0.0,0.6157675222555796,0.6157675222555796,0.0
original,4,1,293,0.6237572439511617,0.6237572439511617,0.0,0.6215142412980398,0.6215142412980398,0.0
original,4,1,294,0.617507692972819,0.617507692972819,0.0,0.5896812951564789,0.5896812951564789,0.0
original,4,1,295,0.6255222702026367,0.6255222702026367,0.0,0.6021781475345294,0.6021781475345294,0.0
original,4,1,296,0.6085092147191365,0.6085092147191365,0.0,0.5692698646585147,0.5692698646585147,0.0
original,4,1,297,0.6192792884508769,0.6192792884508769,0.0,0.5831127606829007,0.5831127606829007,0.0
original,4,1,298,0.6266367761294047,0.6266367761294047,0.0,0.5995503019293149,0.5995503019293149,0.0
original,4,1,299,0.6223211963971456,0.6223211963971456,0.0,0.6139996007084847,0.6139996007084847,0.0
original,4,1,300,0.608779772122701,0.608779772122701,0.0,0.6546600552399954,0.6546600552399954,0.0
original,4,1,301,0.6093554719289144,0.6093554719289144,0.0,0.5805983185768128,0.5805983185768128,0.0
original,4,1,302,0.5899944051106771,0.5899944051106771,0.0,0.5802251283327738,0.5802251283327738,0.0
original,4,1,303,0.6059348646799724,0.6059348646799724,0.0,0.613672769566377,0.613672769566377,0.0
original,4,1,304,0.6119140847524007,0.6119140847524007,0.0,0.5681049011150996,0.5681049011150996,0.0
original,4,1,305,0.6008753339449565,0.6008753339449565,0.0,0.5885527094205221,0.5885527094205221,0.0
original,4,1,306,0.6109368054072062,0.6109368054072062,0.0,0.6103956018884976,0.6103956018884976,0.0
original,4,1,307,0.6036444918314616,0.6036444918314616,0.0,0.5727834850549698,0.5727834850549698,0.0
original,4,1,308,0.5978965028127035,0.5978965028127035,0.0,0.5724779538313548,0.5724779538313548,0.0
original,4,1,309,0.5990754449367524,0.5990754449367524,0.0,0.5777492330471674,0.5777492330471674,0.0
original,4,1,310,0.5992104919751485,0.5992104919751485,0.0,0.5792754765351613,0.5792754765351613,0.0
original,4,1,311,0.6205358163515726,0.6205358163515726,0.0,0.5794701440135638,0.5794701440135638,0.0
original,4,1,312,0.5867452573776245,0.5867452573776245,0.0,0.5488491478562355,0.5488491478562355,0.0
original,4,1,313,0.5821366397539774,0.5821366397539774,0.0,0.5528191055854161,0.5528191055854161,0.0
original,4,1,314,0.5894636861483256,0.5894636861483256,0.0,0.6105129064122836,0.6105129064122836,0.0
original,4,1,315,0.6152446516354879,0.6152446516354879,0.0,0.5640411952137947,0.5640411952137947,0.0
original,4,1,316,0.5840087191263834,0.5840087191263834,0.0,0.547697765827179,0.547697765827179,0.0
original,4,1,317,0.5700040165583292,0.5700040165583292,0.0,0.5532855646808942,0.5532855646808942,0.0
original,4,1,318,0.598710850874583,0.598710850874583,0.0,0.5634180005391439,0.5634180005391439,0.0
original,4,1,319,0.5701711869239807,0.5701711869239807,0.0,0.5512192183732987,0.5512192183732987,0.0
original,4,1,320,0.5674746338526407,0.5674746338526407,0.0,0.5381784307956695,0.5381784307956695,0.0
original,4,1,321,0.5540551789601644,0.5540551789601644,0.0,0.5422055591146151,0.5422055591146151,0.0
original,4,1,322,0.574470980167389,0.574470980167389,0.0,0.5504908769329389,0.5504908769329389,0.0
original,4,1,323,0.5816449515024821,0.5816449515024821,0.0,0.5496020464102427,0.5496020464102427,0.0
original,4,1,324,0.5644841130574544,0.5644841130574544,0.0,0.548273579676946,0.548273579676946,0.0
original,4,1,325,0.565677350362142,0.565677350362142,0.0,0.5335923073689143,0.5335923073689143,0.0
original,4,1,326,0.5562077029546102,0.5562077029546102,0.0,0.5205430845419566,0.5205430845419566,0.0
original,4,1,327,0.5652167256673177,0.5652167256673177,0.0,0.5464391519625982,0.5464391519625982,0.0
original,4,1,328,0.5700154423713684,0.5700154423713684,0.0,0.5559323981404305,0.5559323981404305,0.0
original,4,1,329,0.5534752591451009,0.5534752591451009,0.0,0.5219103184342384,0.5219103184342384,0.0
original,4,1,330,0.5496947860717774,0.5496947860717774,0.0,0.5507397297024726,0.5507397297024726,0.0
original,4,1,331,0.5658238442738851,0.5658238442738851,0.0,0.5422234871983528,0.5422234871983528,0.0
original,4,1,332,0.5399898838996887,0.5399898838996887,0.0,0.5124933403730393,0.5124933403730393,0.0
original,4,1,333,0.568919042746226,0.568919042746226,0.0,0.5583391658465068,0.5583391658465068,0.0
original,4,1,334,0.5632338388760885,0.5632338388760885,0.0,0.5418534045418103,0.5418534045418103,0.0
original,4,1,335,0.5396499538421631,0.5396499538421631,0.0,0.5238758250077565,0.5238758250077565,0.0
original,4,1,336,0.5395206952095032,0.5395206952095032,0.0,0.5092630479733149,0.5092630479733149,0.0
original,4,1,337,0.5359920350710551,0.5359920350710551,0.0,0.5175559437274933,0.5175559437274933,0.0
original,4,1,338,0.5418016930421193,0.5418016930421193,0.0,0.5206929012139638,0.5206929012139638,0.0
original,4,1,339,0.5184392706553141,0.5184392706553141,0.0,0.5153465195496877,0.5153465195496877,0.0
original,4,1,340,0.5407708072662354,0.5407708072662354,0.0,0.5021988638242085,0.5021988638242085,0.0
original,4,1,341,0.5348084131876628,0.5348084131876628,0.0,0.5196950644254684,0.5196950644254684,0.0
original,4,1,342,0.5308053811391195,0.5308053811391195,0.0,0.4996394472320875,0.4996394472320875,0.0
original,4,1,343,0.535925677617391,0.535925677617391,0.0,0.5323533404866855,0.5323533404866855,0.0
original,4,1,344,0.5250064317385356,0.5250064317385356,0.0,0.5025903926293055,0.5025903926293055,0.0
original,4,1,345,0.5175160376230875,0.5175160376230875,0.0,0.4907489365339279,0.4907489365339279,0.0
original,4,1,346,0.5071506094932556,0.5071506094932556,0.0,0.5174919634064039,0.5174919634064039,0.0
original,4,1,347,0.4997094551722209,0.4997094551722209,0.0,0.5086281011501949,0.5086281011501949,0.0
original,4,1,348,0.5113915642102559,0.5113915642102559,0.0,0.4734904976685842,0.4734904976685842,0.0
original,4,1,349,0.5049390741189321,0.5049390741189321,0.0,0.4894701779882113,0.4894701779882113,0.0
original,4,1,350,0.520764520963033,0.520764520963033,0.0,0.5333173739910125,0.5333173739910125,0.0
original,4,1,351,0.4955550074577332,0.4955550074577332,0.0,0.48802663962046305,0.48802663962046305,0.0
original,4,1,352,0.5159364541371664,0.5159364541371664,0.0,0.501930416226387,0.501930416226387,0.0
original,4,1,353,0.5085615134239196,0.5085615134239196,0.0,0.4900830713907878,0.4900830713907878,0.0
original,4,1,354,0.49560299396514895,0.49560299396514895,0.0,0.4634475922584534,0.4634475922584534,0.0
original,4,1,355,0.501263526280721,0.501263526280721,0.0,0.4962066775560379,0.4962066775560379,0.0
original,4,1,356,0.5038591957092285,0.5038591957092285,0.0,0.5094769064585368,0.5094769064585368,0.0
original,4,1,357,0.4731901264190674,0.4731901264190674,0.0,0.46015193293492,0.46015193293492,0.0
original,4,1,358,0.4951412049929301,0.4951412049929301,0.0,0.4913207069039345,0.4913207069039345,0.0
original,4,1,359,0.49636799573898316,0.49636799573898316,0.0,0.4756986979643504,0.4756986979643504,0.0
original,4,1,360,0.48839439074198404,0.48839439074198404,0.0,0.46878018498420715,0.46878018498420715,0.0
original,4,1,361,0.4879331664244334,0.4879331664244334,0.0,0.47613063514232634,0.47613063514232634,0.0
original,4,1,362,0.47670140703519187,0.47670140703519187,0.0,0.4925667257110278,0.4925667257110278,0.0
original,4,1,363,0.48219753861427306,0.48219753861427306,0.0,0.4778637949625651,0.4778637949625651,0.0
original,4,1,364,0.49154446919759115,0.49154446919759115,0.0,0.46907757967710495,0.46907757967710495,0.0
original,4,1,365,0.48128323515256244,0.48128323515256244,0.0,0.46065703183412554,0.46065703183412554,0.0
original,4,1,366,0.46870419224103294,0.46870419224103294,0.0,0.4770927915970484,0.4770927915970484,0.0
original,4,1,367,0.4929915761947632,0.4929915761947632,0.0,0.4742999906341235,0.4742999906341235,0.0
original,4,1,368,0.475620307524999,0.475620307524999,0.0,0.4561817264556885,0.4561817264556885,0.0
original,4,1,369,0.46266560872395834,0.46266560872395834,0.0,0.4585507373015086,0.4585507373015086,0.0
original,4,1,370,0.46171937306722005,0.46171937306722005,0.0,0.4634088542064031,0.4634088542064031,0.0
original,4,1,371,0.4571981986363729,0.4571981986363729,0.0,0.4606725323200226,0.4606725323200226,0.0
original,4,1,372,0.4646292746067047,0.4646292746067047,0.0,0.45805302808682125,0.45805302808682125,0.0
original,4,1,373,0.48961979111035664,0.48961979111035664,0.0,0.45803127805391947,0.45803127805391947,0.0
original,4,1,374,0.45763270258903505,0.45763270258903505,0.0,0.4463044917583466,0.4463044917583466,0.0
original,4,1,375,0.47001588662465416,0.47001588662465416,0.0,0.4429472902417183,0.4429472902417183,0.0
original,4,1,376,0.47196489413579307,0.47196489413579307,0.0,0.4595923513174057,0.4595923513174057,0.0
original,4,1,377,0.4531303850809733,0.4531303850809733,0.0,0.43949603776137036,0.43949603776137036,0.0
original,4,1,378,0.45219680269559226,0.45219680269559226,0.0,0.4386470385392507,0.4386470385392507,0.0
original,4,1,379,0.4510415017604828,0.4510415017604828,0.0,0.43832920491695404,0.43832920491695404,0.0
original,4,1,380,0.4485160426298777,0.4485160426298777,0.0,0.4267358934879303,0.4267358934879303,0.0
original,4,1,381,0.4808272902170817,0.4808272902170817,0.0,0.48297259757916133,0.48297259757916133,0.0
original,4,1,382,0.4425597341855367,0.4425597341855367,0.0,0.43708793699741366,0.43708793699741366,0.0
original,4,1,383,0.47824111064275104,0.47824111064275104,0.0,0.4812026039759318,0.4812026039759318,0.0
original,4,1,384,0.45066776235898337,0.45066776235898337,0.0,0.4343565140167872,0.4343565140167872,0.0
original,4,1,385,0.4453626052538554,0.4453626052538554,0.0,0.43476650953292845,0.43476650953292845,0.0
original,4,1,386,0.44468724807103477,0.44468724807103477,0.0,0.4436328255136808,0.4436328255136808,0.0
original,4,1,387,0.4567326561609904,0.4567326561609904,0.0,0.4448835642139117,0.4448835642139117,0.0
original,4,1,388,0.4633938841025035,0.4633938841025035,0.0,0.43465047240257265,0.43465047240257265,0.0
original,4,1,389,0.44176507552464805,0.44176507552464805,0.0,0.42865931351979575,0.42865931351979575,0.0
original,4,1,390,0.44917256792386373,0.44917256792386373,0.0,0.4504668441414833,0.4504668441414833,0.0
original,4,1,391,0.45531193335851033,0.45531193335851033,0.0,0.43878769656022387,0.43878769656022387,0.0
original,4,1,392,0.45407467961311343,0.45407467961311343,0.0,0.4338247495889664,0.4338247495889664,0.0
original,4,1,393,0.4617020956675212,0.4617020956675212,0.0,0.4431995685895284,0.4431995685895284,0.0
original,4,1,394,0.46042100350062054,0.46042100350062054,0.0,0.4215841597318649,0.4215841597318649,0.0
original,4,1,395,0.4553444929917653,0.4553444929917653,0.0,0.4302425070603689,0.4302425070603689,0.0
original,4,1,396,0.44782549937566124,0.44782549937566124,0.0,0.42659557461738584,0.42659557461738584,0.0
original,4,1,397,0.4693084955215454,0.4693084955215454,0.0,0.4544822289546331,0.4544822289546331,0.0
original,4,1,398,0.45582584659258524,0.45582584659258524,0.0,0.43233985056479773,0.43233985056479773,0.0
original,4,1,399,0.4372734721501668,0.4372734721501668,0.0,0.42329992989699045,0.42329992989699045,0.0
original,4,1,400,0.46488969047864276,0.46488969047864276,0.0,0.4263872807224592,0.4263872807224592,0.0
original,4,1,401,0.4676428461074829,0.4676428461074829,0.0,0.4339034754037857,0.4339034754037857,0.0
original,4,1,402,0.4426029125849406,0.4426029125849406,0.0,0.4327072275678317,0.4327072275678317,0.0
original,4,1,403,0.4553817776838938,0.4553817776838938,0.0,0.4317877726753553,0.4317877726753553,0.0
original,4,1,404,0.4667295968532562,0.4667295968532562,0.0,0.43818099667628607,0.43818099667628607,0.0
original,4,1,405,0.4461447377999624,0.4461447377999624,0.0,0.41843528985977174,0.41843528985977174,0.0
original,4,1,406,0.4576592501004537,0.4576592501004537,0.0,0.423327804505825,0.423327804505825,0.0
original,4,1,407,0.45597198804219563,0.45597198804219563,0.0,0.41519496033589043,0.41519496033589043,0.0
original,4,1,408,0.4738098422686259,0.4738098422686259,0.0,0.43822344223658244,0.43822344223658244,0.0
original,4,1,409,0.48386772950490314,0.48386772950490314,0.0,0.45013657361269,0.45013657361269,0.0
original,4,1,410,0.4661348017056783,0.4661348017056783,0.0,0.4284485246737798,0.4284485246737798,0.0
original,4,1,411,0.45689023574193316,0.45689023574193316,0.0,0.44249634553988776,0.44249634553988776,0.0
original,4,1,412,0.4424980453650157,0.4424980453650157,0.0,0.4550632926821709,0.4550632926821709,0.0
original,4,1,413,0.4872182782491048,0.4872182782491048,0.0,0.45680463751157124,0.45680463751157124,0.0
original,4,1,414,0.4602427049477895,0.4602427049477895,0.0,0.4239503233631452,0.4239503233631452,0.0
original,4,1,415,0.46220865289370217,0.46220865289370217,0.0,0.43756092151006065,0.43756092151006065,0.0
original,4,1,416,0.4624499062697093,0.4624499062697093,0.0,0.49174677312374115,0.49174677312374115,0.0
original,4,1,417,0.4738831357161204,0.4738831357161204,0.0,0.4429950964450836,0.4429950964450836,0.0
original,4,1,418,0.4566697645187378,0.4566697645187378,0.0,0.43257900605599087,0.43257900605599087,0.0
original,4,1,419,0.4527422078450521,0.4527422078450521,0.0,0.4332601667443911,0.4332601667443911,0.0
original,4,1,420,0.4740588899453481,0.4740588899453481,0.0,0.4309853560725848,0.4309853560725848,0.0
original,4,1,421,0.46333874384562174,0.46333874384562174,0.0,0.434480230708917,0.434480230708917,0.0
original,4,1,422,0.46207563161849974,0.46207563161849974,0.0,0.42787204424540204,0.42787204424540204,0.0
original,4,1,423,0.4437588961919149,0.4437588961919149,0.0,0.43500502238670985,0.43500502238670985,0.0
original,4,1,424,0.4443147873878479,0.4443147873878479,0.0,0.42579633106788,0.42579633106788,0.0
original,4,1,425,0.4654313453038533,0.4654313453038533,0.0,0.44509561856587726,0.44509561856587726,0.0
original,4,1,426,0.4592465118567149,0.4592465118567149,0.0,0.455421346227328,0.455421346227328,0.0
original,4,1,427,0.4657067855199178,0.4657067855199178,0.0,0.4082962868611018,0.4082962868611018,0.0
original,4,1,428,0.45228917876879376,0.45228917876879376,0.0,0.4255747010310491,0.4255747010310491,0.0
original,4,1,429,0.44757062633832295,0.44757062633832295,0.0,0.43840273668368657,0.43840273668368657,0.0
original,4,1,430,0.4580027135213216,0.4580027135213216,0.0,0.4282383112112681,0.4282383112112681,0.0
original,4,1,431,0.4537473968664805,0.4537473968664805,0.0,0.40402139008045196,0.40402139008045196,0.0
original,4,1,432,0.4631756341457367,0.4631756341457367,0.0,0.445401005645593,0.445401005645593,0.0
original,4,1,433,0.42441957155863447,0.42441957155863447,0.0,0.4049039875467618,0.4049039875467618,0.0
original,4,1,434,0.4526993461449941,0.4526993461449941,0.0,0.42570926576852797,0.42570926576852797,0.0
original,4,1,435,0.44822638034820556,0.44822638034820556,0.0,0.48892649918794634,0.48892649918794634,0.0
original,4,1,436,0.446832404534022,0.446832404534022,0.0,0.4140057247877121,0.4140057247877121,0.0
original,4,1,437,0.44082515319188437,0.44082515319188437,0.0,0.41167876799901326,0.41167876799901326,0.0
original,4,1,438,0.4607168757915497,0.4607168757915497,0.0,0.42812700688838956,0.42812700688838956,0.0
original,4,1,439,0.43444662491480507,0.43444662491480507,0.0,0.4368032046159108,0.4368032046159108,0.0
original,4,1,440,0.46933894634246826,0.46933894634246826,0.0,0.4422534572084745,0.4422534572084745,0.0
original,4,1,441,0.4405785409609477,0.4405785409609477,0.0,0.4225084619720777,0.4225084619720777,0.0
original,4,1,442,0.44210548241933184,0.44210548241933184,0.0,0.4217661559581757,0.4217661559581757,0.0
original,4,1,443,0.45320010582605996,0.45320010582605996,0.0,0.4817688104510307,0.4817688104510307,0.0
original,4,1,444,0.414934374888738,0.414934374888738,0.0,0.4089615908265114,0.4089615908265114,0.0
original,4,1,445,0.45121134678522745,0.45121134678522745,0.0,0.4093014268080393,0.4093014268080393,0.0
original,4,1,446,0.43971603870391845,0.43971603870391845,0.0,0.4005823950966199,0.4005823950966199,0.0
original,4,1,447,0.40994330803553264,0.40994330803553264,0.0,0.4145581375559171,0.4145581375559171,0.0
original,4,1,448,0.44737716992696125,0.44737716992696125,0.0,0.4200117563207944,0.4200117563207944,0.0
original,4,1,449,0.4438017169634501,0.4438017169634501,0.0,0.435988340874513,0.435988340874513,0.0
original,4,1,450,0.4300671370824178,0.4300671370824178,0.0,0.4672460494438807,0.4672460494438807,0.0
original,4,1,451,0.42076144337654114,0.42076144337654114,0.0,0.405514424542586,0.405514424542586,0.0
original,4,1,452,0.42424204587936404,0.42424204587936404,0.0,0.45997843364874524,0.45997843364874524,0.0
original,4,1,453,0.42693773984909056,0.42693773984909056,0.0,0.3934574987490972,0.3934574987490972,0.0
original,4,1,454,0.4091881608963013,0.4091881608963013,0.0,0.392256365219752,0.392256365219752,0.0
original,4,1,455,0.41079038778940835,0.41079038778940835,0.0,0.3865608117977778,0.3865608117977778,0.0
original,4,1,456,0.42816138664881387,0.42816138664881387,0.0,0.3806309958299001,0.3806309958299001,0.0
original,4,1,457,0.4271792348225911,0.4271792348225911,0.0,0.38200001905361813,0.38200001905361813,0.0
original,4,1,458,0.4437534729639689,0.4437534729639689,0.0,0.4292474594712257,0.4292474594712257,0.0
original,4,1,459,0.40902748783429466,0.40902748783429466,0.0,0.3909189334511757,0.3909189334511757,0.0
original,4,1,460,0.42820398847262064,0.42820398847262064,0.0,0.4047111564874649,0.4047111564874649,0.0
original,4,1,461,0.44355338176091513,0.44355338176091513,0.0,0.3815504520138105,0.3815504520138105,0.0
original,4,1,462,0.42506255547205607,0.42506255547205607,0.0,0.4037745013833046,0.4037745013833046,0.0
original,4,1,463,0.4301627000172933,0.4301627000172933,0.0,0.3855183387796084,0.3855183387796084,0.0
original,4,1,464,0.417641917069753,0.417641917069753,0.0,0.3847832019130389,0.3847832019130389,0.0
original,4,1,465,0.4054990351200104,0.4054990351200104,0.0,0.38106927355130515,0.38106927355130515,0.0
original,4,1,466,0.38309874176979064,0.38309874176979064,0.0,0.3516388589143753,0.3516388589143753,0.0
original,4,1,467,0.3951472028096517,0.3951472028096517,0.0,0.35983591347932814,0.35983591347932814,0.0
original,4,1,468,0.3875988415877024,0.3875988415877024,0.0,0.37112021883328755,0.37112021883328755,0.0
original,4,1,469,0.3733693011601766,0.3733693011601766,0.0,0.3685561713576317,0.3685561713576317,0.0
original,4,1,470,0.4342964323361715,0.4342964323361715,0.0,0.37265298664569857,0.37265298664569857,0.0
original,4,1,471,0.42777247150739034,0.42777247150739034,0.0,0.36610061486562095,0.36610061486562095,0.0
original,4,1,472,0.3937491790453593,0.3937491790453593,0.0,0.36635579546292624,0.36635579546292624,0.0
original,4,1,473,0.3832490305105845,0.3832490305105845,0.0,0.3595543423295021,0.3595543423295021,0.0
original,4,1,474,0.37615921497344973,0.37615921497344973,0.0,0.35289186795552574,0.35289186795552574,0.0
original,4,1,475,0.3708699071407318,0.3708699071407318,0.0,0.34106332858403526,0.34106332858403526,0.0
original,4,1,476,0.38120267987251283,0.38120267987251283,0.0,0.3569996330142021,0.3569996330142021,0.0
original,4,1,477,0.3808729636669159,0.3808729636669159,0.0,0.3880619019269943,0.3880619019269943,0.0
original,4,1,478,0.3989469798405965,0.3989469798405965,0.0,0.38520182053248087,0.38520182053248087,0.0
original,4,1,479,0.39062695026397704,0.39062695026397704,0.0,0.3554061406850815,0.3554061406850815,0.0
original,4,1,480,0.41690990527470906,0.41690990527470906,0.0,0.3782852240403493,0.3782852240403493,0.0
original,4,1,481,0.37517674525578815,0.37517674525578815,0.0,0.3669054745634397,0.3669054745634397,0.0
original,4,1,482,0.3983579969406128,0.3983579969406128,0.0,0.4058820776144664,0.4058820776144664,0.0
original,4,1,483,0.3969543409347534,0.3969543409347534,0.0,0.37215137759844463,0.37215137759844463,0.0
original,4,1,484,0.4152630309263865,0.4152630309263865,0.0,0.35876308689514796,0.35876308689514796,0.0
original,4,1,485,0.36518296917279564,0.36518296917279564,0.0,0.3507926476001739,0.3507926476001739,0.0
original,4,1,486,0.4074746906757355,0.4074746906757355,0.0,0.3390991659959157,0.3390991659959157,0.0
original,4,1,487,0.38344509800275167,0.38344509800275167,0.0,0.3366464408238729,0.3366464408238729,0.0
original,4,1,488,0.3688325003782908,0.3688325003782908,0.0,0.32630644033352535,0.32630644033352535,0.0
original,4,1,489,0.3790012510617574,0.3790012510617574,0.0,0.31950677116711934,0.31950677116711934,0.0
original,4,1,490,0.3643883172671,0.3643883172671,0.0,0.32794681668281556,0.32794681668281556,0.0
original,4,1,491,0.3608537650108337,0.3608537650108337,0.0,0.33360131780306496,0.33360131780306496,0.0
original,4,1,492,0.38040722409884137,0.38040722409884137,0.0,0.34529315114021303,0.34529315114021303,0.0
original,4,1,493,0.3456241770585378,0.3456241770585378,0.0,0.32450182845195136,0.32450182845195136,0.0
original,4,1,494,0.3655750608444214,0.3655750608444214,0.0,0.3330706924200058,0.3330706924200058,0.0
original,4,1,495,0.3669113560517629,0.3669113560517629,0.0,0.3684737566113472,0.3684737566113472,0.0
original,4,1,496,0.3558463660875956,0.3558463660875956,0.0,0.35784784108400347,0.35784784108400347,0.0
original,4,1,497,0.36586042126019797,0.36586042126019797,0.0,0.3442122123638789,0.3442122123638789,0.0
original,4,1,498,0.40633710702260334,0.40633710702260334,0.0,0.3367435352007548,0.3367435352007548,0.0
original,4,1,499,0.39581602811813354,0.39581602811813354,0.0,0.3861297771334648,0.3861297771334648,0.0
original,4,1,500,0.377493398586909,0.377493398586909,0.0,0.3407263078292211,0.3407263078292211,0.0
original,4,2,1,2.789683592605591,2.789683592605591,0.0,2.61807837638855,2.61807837638855,0.0
original,4,2,2,2.6073933368682862,2.6073933368682862,0.0,2.4244267623901368,2.4244267623901368,0.0
original,4,2,3,2.41650578994751,2.41650578994751,0.0,2.261552991485596,2.261552991485596,0.0
original,4,2,4,2.2858216808319094,2.2858216808319094,0.0,2.1490157966613768,2.1490157966613768,0.0
original,4,2,5,2.157748878097534,2.157748878097534,0.0,2.033436470794678,2.033436470794678,0.0
original,4,2,6,1.9849418586730958,1.9849418586730958,0.0,1.8749458637237548,1.8749458637237548,0.0
original,4,2,7,1.8638644065856933,1.8638644065856933,0.0,1.9078742462158202,1.9078742462158202,0.0
original,4,2,8,1.7814691257476807,1.7814691257476807,0.0,1.8038999948501586,1.8038999948501586,0.0
original,4,2,9,1.6792305070877076,1.6792305070877076,0.0,1.7551028551101684,1.7551028551101684,0.0
original,4,2,10,1.618422731399536,1.618422731399536,0.0,1.508917484855652,1.508917484855652,0.0
original,4,2,11,1.5230293697357178,1.5230293697357178,0.0,1.466776032447815,1.466776032447815,0.0
original,4,2,12,1.443651326560974,1.443651326560974,0.0,1.4290181591033935,1.4290181591033935,0.0
original,4,2,13,1.3830621015548705,1.3830621015548705,0.0,1.4082484851837158,1.4082484851837158,0.0
original,4,2,14,1.3224015588760376,1.3224015588760376,0.0,1.2949575286865234,1.2949575286865234,0.0
original,4,2,15,1.267550727081299,1.267550727081299,0.0,1.271755055809021,1.271755055809021,0.0
original,4,2,16,1.247102049255371,1.247102049255371,0.0,1.189305517578125,1.189305517578125,0.0
original,4,2,17,1.205009326171875,1.205009326171875,0.0,1.2552868394851684,1.2552868394851684,0.0
original,4,2,18,1.1634935968399047,1.1634935968399047,0.0,1.1299797838211059,1.1299797838211059,0.0
original,4,2,19,1.1258287446975708,1.1258287446975708,0.0,1.1588711597442627,1.1588711597442627,0.0
original,4,2,20,1.1157531599044799,1.1157531599044799,0.0,1.0829496158599854,1.0829496158599854,0.0
original,4,2,21,1.0766430549621582,1.0766430549621582,0.0,1.0816692119598388,1.0816692119598388,0.0
original,4,2,22,1.0534374589920044,1.0534374589920044,0.0,1.02681325340271,1.02681325340271,0.0
original,4,2,23,1.025998051548004,1.025998051548004,0.0,1.0097835132598878,1.0097835132598878,0.0
original,4,2,24,1.0243500608444214,1.0243500608444214,0.0,0.9979172460556031,0.9979172460556031,0.0
original,4,2,25,0.9891465534210205,0.9891465534210205,0.0,0.9820896926879883,0.9820896926879883,0.0
original,4,2,26,0.996160175895691,0.996160175895691,0.0,0.9540240413665771,0.9540240413665771,0.0
original,4,2,27,0.9598777323722839,0.9598777323722839,0.0,0.9408028209686279,0.9408028209686279,0.0
original,4,2,28,0.9431479904174804,0.9431479904174804,0.0,0.9296415216445922,0.9296415216445922,0.0
original,4,2,29,0.9372245369911194,0.9372245369911194,0.0,0.908781743812561,0.908781743812561,0.0
original,4,2,30,0.9316335858345032,0.9316335858345032,0.0,0.9739087341308593,0.9739087341308593,0.0
original,4,2,31,0.940697895526886,0.940697895526886,0.0,0.9100130582809448,0.9100130582809448,0.0
original,4,2,32,0.9117371274948121,0.9117371274948121,0.0,0.882529193687439,0.882529193687439,0.0
original,4,2,33,0.9042858854293824,0.9042858854293824,0.0,0.873257342338562,0.873257342338562,0.0
original,4,2,34,0.9050150379180908,0.9050150379180908,0.0,0.8643139465332031,0.8643139465332031,0.0
original,4,2,35,0.8929086103439331,0.8929086103439331,0.0,0.9321519601821899,0.9321519601821899,0.0
original,4,2,36,0.8999243712425232,0.8999243712425232,0.0,0.8426240699768066,0.8426240699768066,0.0
original,4,2,37,0.8713201553344726,0.8713201553344726,0.0,0.8443409107208252,0.8443409107208252,0.0
original,4,2,38,0.8735953533172608,0.8735953533172608,0.0,0.8496556777954102,0.8496556777954102,0.0
original,4,2,39,0.8697620816230774,0.8697620816230774,0.0,0.82997206325531,0.82997206325531,0.0
original,4,2,40,0.8682029099464417,0.8682029099464417,0.0,0.8334820365905762,0.8334820365905762,0.0
original,4,2,41,0.8817384670257569,0.8817384670257569,0.0,0.8328542026519775,0.8328542026519775,0.0
